Suburb,Rooms,Type,Price,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Regionname
Carlton,4,h,1260000,4,1,2,151,Melbourne,Northern Metropolitan
Carlton,2,u,600000,2,2,1,0,Melbourne,Northern Metropolitan
Carlton,1,u,310000,1,1,1,0,Melbourne,Northern Metropolitan
Carlton,3,h,1550000,2,3,1,0,Melbourne,Northern Metropolitan
Carlton,4,h,2033000,2,2,2,123,Melbourne,Northern Metropolitan
Carlton,3,u,1110000,3,2,1,0,Melbourne,Northern Metropolitan
Carlton,4,h,2705000,4,2,2,0,Melbourne,Northern Metropolitan
Carlton,4,h,1616000,4,1,0,152,Melbourne,Northern Metropolitan
Carlton,2,u,585000,2,1,1,0,Melbourne,Northern Metropolitan
Carlton,4,h,1162000,4,1,0,121,Melbourne,Northern Metropolitan
Carlton,2,u,589000,2,1,1,0,Melbourne,Northern Metropolitan
Carlton,4,h,2345000,4,1,1,284,Melbourne,Northern Metropolitan
Carlton,2,h,1117000,2,1,0,128,Melbourne,Northern Metropolitan
Carlton,2,u,600000,2,1,1,0,Melbourne,Northern Metropolitan
Carlton,2,h,957000,2,1,1,122,Melbourne,Northern Metropolitan
East Melbourne,2,h,4525000,2,2,1,220,Melbourne,Northern Metropolitan
East Melbourne,3,h,3520000,2,2,3,364,Melbourne,Northern Metropolitan
East Melbourne,2,u,740000,2,0,0,0,Melbourne,Northern Metropolitan
East Melbourne,1,u,1015000,1,1,1,0,Melbourne,Northern Metropolitan
East Melbourne,2,u,1400000,2,2,1,0,Melbourne,Northern Metropolitan
East Melbourne,2,u,1935000,2,2,2,0,Melbourne,Northern Metropolitan
East Melbourne,4,h,1475000,2,1,1,179,Melbourne,Northern Metropolitan
East Melbourne,2,u,700000,2,2,1,0,Melbourne,Northern Metropolitan
East Melbourne,1,u,565000,1,1,0,0,Melbourne,Northern Metropolitan
East Melbourne,2,u,900000,2,1,1,0,Melbourne,Northern Metropolitan
East Melbourne,1,u,630000,1,1,1,0,Melbourne,Northern Metropolitan
East Melbourne,1,u,750000,2,1,0,0,Melbourne,Northern Metropolitan
East Melbourne,2,u,872000,0,0,0,0,Melbourne,Northern Metropolitan
East Melbourne,2,u,765000,2,1,1,0,Melbourne,Northern Metropolitan
Essendon West,3,h,810000,3,1,2,613,Moonee Valley,Western Metropolitan
Essendon West,4,h,1422000,4,2,2,505,Moonee Valley,Western Metropolitan
Essendon West,3,h,1245000,3,1,1,64,Moonee Valley,Western Metropolitan
Essendon West,2,h,1430000,2,1,1,711,Moonee Valley,Western Metropolitan
Essendon West,4,h,1345000,4,2,2,740,Moonee Valley,Western Metropolitan
Essendon West,3,t,800000,3,3,2,242,Moonee Valley,Western Metropolitan
Essendon West,3,h,787500,3,1,1,556,Moonee Valley,Western Metropolitan
Essendon West,3,h,685000,3,1,2,293,Moonee Valley,Western Metropolitan
Essendon West,4,t,652500,4,2,1,179,Moonee Valley,Western Metropolitan
Essendon West,5,h,1300000,5,2,2,616,Moonee Valley,Western Metropolitan
Essendon West,3,h,925000,3,2,2,544,Moonee Valley,Western Metropolitan
Essendon West,3,t,730000,3,2,2,0,Moonee Valley,Western Metropolitan
Essendon West,2,u,520000,3,1,2,196,Moonee Valley,Western Metropolitan
Essendon West,7,h,1300000,5,2,2,614,Moonee Valley,Western Metropolitan
Essendon West,3,h,810000,3,1,2,368,Moonee Valley,Western Metropolitan
Essendon West,3,t,970000,3,2,2,356,Moonee Valley,Western Metropolitan
Essendon West,3,h,1110000,3,2,2,470,Moonee Valley,Western Metropolitan
Essendon West,3,h,1115000,3,1,1,688,Moonee Valley,Western Metropolitan
Essendon West,3,h,820000,3,1,2,473,Moonee Valley,Western Metropolitan
Fawkner,3,h,670000,3,1,3,587,Moreland,Northern Metropolitan
Fawkner,3,h,645000,3,1,4,661,Moreland,Northern Metropolitan
Fawkner,3,h,687000,3,1,0,684,Moreland,Northern Metropolitan
Fawkner,2,u,333000,2,1,1,97,Moreland,Northern Metropolitan
Fawkner,3,t,455000,3,2,1,738,Moreland,Northern Metropolitan
Fawkner,2,h,378000,2,1,1,215,Moreland,Northern Metropolitan
Fawkner,3,h,585000,0,1,1,605,Moreland,Northern Metropolitan
Fawkner,3,h,662000,4,2,2,620,Moreland,Northern Metropolitan
Fawkner,3,h,615000,3,1,2,650,Moreland,Northern Metropolitan
Fawkner,3,h,650000,3,1,1,589,Moreland,Northern Metropolitan
Fawkner,3,h,665000,3,1,1,726,Moreland,Northern Metropolitan
Fawkner,3,h,640000,3,1,4,592,Moreland,Northern Metropolitan
Fawkner,3,h,526000,3,1,1,404,Moreland,Northern Metropolitan
Fawkner,3,h,540000,3,1,1,614,Moreland,Northern Metropolitan
Fawkner,4,h,540000,4,2,3,254,Moreland,Northern Metropolitan
Fawkner,3,h,625000,3,1,2,585,Moreland,Northern Metropolitan
Fawkner,3,h,681000,3,2,4,587,Moreland,Northern Metropolitan
Fawkner,3,h,690000,3,2,2,576,Moreland,Northern Metropolitan
Fawkner,3,h,640000,3,1,2,720,Moreland,Northern Metropolitan
Fawkner,3,h,660000,3,1,2,622,Moreland,Northern Metropolitan
Fawkner,3,h,783000,3,2,1,603,Moreland,Northern Metropolitan
Fawkner,4,h,635000,4,2,2,567,Moreland,Northern Metropolitan
Fawkner,3,t,553500,3,2,1,280,Moreland,Northern Metropolitan
Fawkner,2,h,619000,2,1,2,640,Moreland,Northern Metropolitan
Fawkner,3,t,460000,3,1,1,314,Moreland,Northern Metropolitan
Fawkner,4,h,570500,4,2,1,430,Moreland,Northern Metropolitan
Fawkner,1,u,288000,1,1,1,69,Moreland,Northern Metropolitan
Fawkner,4,h,615000,4,2,3,476,Moreland,Northern Metropolitan
Fawkner,3,h,751000,9,6,2,592,Moreland,Northern Metropolitan
Fawkner,3,h,609000,3,1,4,528,Moreland,Northern Metropolitan
Fawkner,3,h,605000,3,1,2,531,Moreland,Northern Metropolitan
Fawkner,3,h,691500,3,1,1,646,Moreland,Northern Metropolitan
Fawkner,3,h,850000,3,1,2,604,Moreland,Northern Metropolitan
Fawkner,4,h,752500,4,1,2,0,Moreland,Northern Metropolitan
Fawkner,3,h,650000,3,1,3,602,Moreland,Northern Metropolitan
Fawkner,3,h,538000,3,1,4,789,Hume,Northern Metropolitan
Fawkner,4,h,750000,4,2,1,613,Moreland,Northern Metropolitan
Fawkner,3,h,650000,3,1,1,725,Moreland,Northern Metropolitan
Fawkner,4,h,771000,4,2,2,647,Moreland,Northern Metropolitan
Fawkner,3,h,400000,3,1,1,285,Moreland,Northern Metropolitan
Fawkner,3,h,527000,3,1,1,609,Moreland,Northern Metropolitan
Fawkner,3,t,538000,3,2,2,217,Moreland,Northern Metropolitan
Fawkner,3,h,860000,2,1,4,1075,Moreland,Northern Metropolitan
Fawkner,3,h,515000,3,1,1,599,Moreland,Northern Metropolitan
Fawkner,3,h,617000,3,1,1,540,Moreland,Northern Metropolitan
Fawkner,3,h,550000,2,1,1,583,Moreland,Northern Metropolitan
Fawkner,4,u,540000,4,2,3,209,Moreland,Northern Metropolitan
Fawkner,3,h,643000,2,1,2,701,Moreland,Northern Metropolitan
Fawkner,3,h,631000,3,2,2,297,Moreland,Northern Metropolitan
Fawkner,3,h,782000,3,1,2,628,Moreland,Northern Metropolitan
Fawkner,3,h,640000,3,1,4,533,Moreland,Northern Metropolitan
Fawkner,3,u,470000,3,0,0,261,Moreland,Northern Metropolitan
Fawkner,4,h,700500,4,2,2,467,Moreland,Northern Metropolitan
Fawkner,3,h,532000,3,1,1,614,Moreland,Northern Metropolitan
Fawkner,2,h,575000,2,1,2,621,Moreland,Northern Metropolitan
Fawkner,4,h,562000,4,2,2,374,Moreland,Northern Metropolitan
Fawkner,3,h,620000,3,1,2,604,Moreland,Northern Metropolitan
Fawkner,4,h,655000,4,1,3,664,Moreland,Northern Metropolitan
Fawkner,3,h,652500,3,1,1,592,Moreland,Northern Metropolitan
Fawkner,4,h,1010000,4,2,2,607,Moreland,Northern Metropolitan
Fawkner,3,h,480000,3,2,2,305,Moreland,Northern Metropolitan
Fawkner,3,t,492000,3,1,1,208,Moreland,Northern Metropolitan
Fawkner,3,u,422500,3,2,1,195,Moreland,Northern Metropolitan
Hawthorn East,2,h,1550000,2,1,2,432,Boroondara,Southern Metropolitan
Hawthorn East,3,h,2151000,3,1,2,780,Boroondara,Southern Metropolitan
Hawthorn East,2,h,1140000,2,1,0,230,Boroondara,Southern Metropolitan
Hawthorn East,2,u,420000,2,1,1,0,Boroondara,Southern Metropolitan
Hawthorn East,3,t,1220000,3,2,2,166,Boroondara,Southern Metropolitan
Hawthorn East,2,h,3350000,2,1,2,826,Boroondara,Southern Metropolitan
Hawthorn East,2,u,665500,2,1,2,945,Boroondara,Southern Metropolitan
Hawthorn East,3,h,1865000,3,2,2,431,Boroondara,Southern Metropolitan
Hawthorn East,5,h,1700000,5,3,2,431,Boroondara,Southern Metropolitan
Hawthorn East,3,h,1650000,3,2,2,302,Boroondara,Southern Metropolitan
Hawthorn East,3,h,1615000,3,3,4,459,Boroondara,Southern Metropolitan
Hawthorn East,3,h,1600000,3,2,2,200,Boroondara,Southern Metropolitan
Hawthorn East,3,h,1450000,3,2,2,466,Boroondara,Southern Metropolitan
Hawthorn East,2,u,490000,2,1,1,0,Boroondara,Southern Metropolitan
Hawthorn East,3,t,1110000,3,2,2,94,Boroondara,Southern Metropolitan
Hawthorn East,4,t,1425000,4,2,2,154,Boroondara,Southern Metropolitan
Hawthorn East,4,h,3100000,3,2,2,640,Boroondara,Southern Metropolitan
Hawthorn East,2,u,555000,2,1,1,0,Boroondara,Southern Metropolitan
Hawthorn East,2,u,887000,2,2,2,0,Boroondara,Southern Metropolitan
Hawthorn East,3,h,1700000,3,2,1,646,Boroondara,Southern Metropolitan
Hawthorn East,2,h,1585000,2,1,2,390,Boroondara,Southern Metropolitan
Hawthorn East,3,u,935000,3,2,1,144,Boroondara,Southern Metropolitan
Hawthorn East,2,u,460000,2,1,1,0,Boroondara,Southern Metropolitan
Hawthorn East,4,h,3050000,4,3,1,710,Boroondara,Southern Metropolitan
Hawthorn East,1,u,365000,1,1,0,2274,Boroondara,Southern Metropolitan
Hawthorn East,2,u,550000,2,1,1,0,Boroondara,Southern Metropolitan
Hawthorn East,4,h,2800000,4,1,2,764,Boroondara,Southern Metropolitan
Hawthorn East,1,u,320000,1,1,1,0,Boroondara,Southern Metropolitan
Hawthorn East,2,u,573000,2,1,1,0,Boroondara,Southern Metropolitan
Hawthorn East,2,u,680000,2,1,1,0,Boroondara,Southern Metropolitan
Hawthorn East,5,h,2250000,5,2,2,452,Boroondara,Southern Metropolitan
Hawthorn East,4,h,2381000,4,2,2,457,Boroondara,Southern Metropolitan
Hawthorn East,4,t,1738000,4,3,2,324,Boroondara,Southern Metropolitan
Hawthorn East,2,h,1582000,2,2,2,358,Boroondara,Southern Metropolitan
Hawthorn East,3,u,735000,2,1,1,0,Boroondara,Southern Metropolitan
Hawthorn East,4,h,2920000,4,3,3,726,Boroondara,Southern Metropolitan
Hawthorn East,4,h,1920000,4,2,2,749,Boroondara,Southern Metropolitan
Hawthorn East,3,h,1420000,3,1,2,362,Boroondara,Southern Metropolitan
Hawthorn East,2,u,400000,1,1,1,0,Boroondara,Southern Metropolitan
Hawthorn East,3,t,1790000,3,2,2,0,Boroondara,Southern Metropolitan
Hawthorn East,3,h,2100000,3,1,2,664,Boroondara,Southern Metropolitan
Hawthorn East,2,h,1335000,2,1,0,229,Boroondara,Southern Metropolitan
Hawthorn East,3,h,1825000,3,2,2,431,Boroondara,Southern Metropolitan
Hawthorn East,5,h,3210000,5,3,4,1011,Boroondara,Southern Metropolitan
Hawthorn East,2,u,840000,2,1,1,150,Boroondara,Southern Metropolitan
Hawthorn East,2,u,705000,2,2,1,78,Boroondara,Southern Metropolitan
Hawthorn East,4,h,3310000,4,2,3,762,Boroondara,Southern Metropolitan
Hawthorn East,5,h,3500000,4,2,2,1250,Boroondara,Southern Metropolitan
Hawthorn East,2,u,444000,2,1,1,0,Boroondara,Southern Metropolitan
Hawthorn East,3,h,1538000,2,1,2,287,Boroondara,Southern Metropolitan
Hawthorn East,3,h,1320000,3,2,1,213,Boroondara,Southern Metropolitan
Hawthorn East,3,h,1890000,3,1,2,477,Boroondara,Southern Metropolitan
Hawthorn East,3,t,1240000,3,2,2,155,Boroondara,Southern Metropolitan
Hawthorn East,4,h,2450000,4,2,1,697,Boroondara,Southern Metropolitan
Hawthorn East,3,t,1590000,3,2,2,289,Boroondara,Southern Metropolitan
Hawthorn East,4,h,2450000,3,3,2,523,Boroondara,Southern Metropolitan
Hawthorn East,3,h,3020000,3,2,2,832,Boroondara,Southern Metropolitan
Hawthorn East,3,h,1625000,3,1,3,372,Boroondara,Southern Metropolitan
Hawthorn East,5,h,2775000,5,3,2,864,Boroondara,Southern Metropolitan
Hawthorn East,2,u,568000,2,1,1,0,Boroondara,Southern Metropolitan
Hawthorn East,2,u,706000,2,1,1,172,Boroondara,Southern Metropolitan
Hawthorn East,5,h,2500000,5,3,3,757,Boroondara,Southern Metropolitan
Hawthorn East,4,h,2350000,4,2,2,556,Boroondara,Southern Metropolitan
Hawthorn East,2,h,1385000,2,1,2,326,Boroondara,Southern Metropolitan
Hawthorn East,2,u,655250,2,1,1,1153,Boroondara,Southern Metropolitan
Hawthorn East,6,h,1666000,6,2,0,350,Boroondara,Southern Metropolitan
Hawthorn East,1,u,430000,1,1,1,2276,Boroondara,Southern Metropolitan
Hawthorn East,3,h,2040000,3,1,2,783,Boroondara,Southern Metropolitan
Hawthorn East,2,u,505000,2,1,1,0,Boroondara,Southern Metropolitan
Hawthorn East,2,u,500000,2,1,1,3084,Boroondara,Southern Metropolitan
Hawthorn East,2,u,622000,2,1,1,0,Boroondara,Southern Metropolitan
Hawthorn East,3,h,1650000,3,1,1,354,Boroondara,Southern Metropolitan
Hawthorn East,1,u,371000,1,1,0,917,Boroondara,Southern Metropolitan
Hawthorn East,5,h,1900000,3,3,3,0,Boroondara,Southern Metropolitan
Hawthorn East,3,h,1625000,3,2,1,255,Boroondara,Southern Metropolitan
Hawthorn East,2,u,701000,2,1,3,166,Boroondara,Southern Metropolitan
Hawthorn East,2,h,1100000,2,1,2,206,Boroondara,Southern Metropolitan
Hawthorn East,4,h,2200000,4,2,1,588,Boroondara,Southern Metropolitan
Hawthorn East,3,h,975000,3,1,1,211,Boroondara,Southern Metropolitan
Heidelberg,2,u,546500,2,1,1,132,Banyule,Eastern Metropolitan
Heidelberg,3,u,620000,3,1,1,215,Banyule,Eastern Metropolitan
Heidelberg,3,h,1220000,3,1,1,858,Banyule,Eastern Metropolitan
Heidelberg,3,t,550000,2,1,2,235,Banyule,Eastern Metropolitan
Heidelberg,2,u,585000,2,2,1,0,Banyule,Eastern Metropolitan
Heidelberg,2,t,705000,2,1,1,182,Banyule,Eastern Metropolitan
Heidelberg,2,u,420000,2,1,1,158,Banyule,Eastern Metropolitan
Heidelberg,3,h,1705000,3,1,2,1547,Banyule,Eastern Metropolitan
Heidelberg,2,h,490000,2,1,1,187,Banyule,Eastern Metropolitan
Heidelberg,2,u,579000,2,1,2,4497,Banyule,Eastern Metropolitan
Heidelberg,3,h,1110000,3,1,2,600,Banyule,Eastern Metropolitan
Heidelberg,2,u,540000,2,1,2,153,Banyule,Eastern Metropolitan
Heidelberg,3,h,750000,3,1,2,577,Banyule,Eastern Metropolitan
Heidelberg,4,h,1115000,4,4,2,642,Banyule,Eastern Metropolitan
Heidelberg,3,h,1000000,3,2,1,422,Banyule,Eastern Metropolitan
Heidelberg,2,t,595000,2,1,1,88,Banyule,Eastern Metropolitan
Heidelberg,3,u,690000,3,2,2,4497,Banyule,Eastern Metropolitan
Heidelberg,5,h,1401000,5,2,2,580,Banyule,Eastern Metropolitan
Heidelberg,3,t,808000,3,2,2,255,Banyule,Eastern Metropolitan
Heidelberg,4,h,1031000,4,1,1,570,Banyule,Eastern Metropolitan
Heidelberg,2,t,600000,2,1,2,145,Banyule,Eastern Metropolitan
Heidelberg,3,h,655000,3,2,2,175,Banyule,Eastern Metropolitan
Heidelberg,3,h,1195000,3,1,1,662,Banyule,Eastern Metropolitan
Heidelberg,3,h,850000,3,2,2,285,Banyule,Eastern Metropolitan
Heidelberg,4,u,830000,4,2,2,1180,Banyule,Eastern Metropolitan
Heidelberg,3,h,1076000,3,1,2,674,Banyule,Eastern Metropolitan
Heidelberg,4,h,1362000,4,2,2,635,Banyule,Eastern Metropolitan
Heidelberg,2,t,690000,2,1,1,110,Banyule,Eastern Metropolitan
Heidelberg,3,h,1375000,3,1,1,639,Banyule,Eastern Metropolitan
Heidelberg,3,h,1400000,3,1,1,827,Banyule,Eastern Metropolitan
Heidelberg,2,u,475000,2,1,2,247,Banyule,Eastern Metropolitan
Heidelberg,3,h,1030000,5,3,2,649,Banyule,Eastern Metropolitan
Heidelberg,3,h,1455000,4,1,4,836,Banyule,Eastern Metropolitan
Heidelberg,3,h,1125000,3,1,2,0,Banyule,Eastern Metropolitan
Ivanhoe East,5,h,3850000,5,4,2,2064,Banyule,Eastern Metropolitan
Ivanhoe East,3,h,1605000,3,1,1,624,Banyule,Eastern Metropolitan
Ivanhoe East,2,u,470000,2,1,1,1473,Banyule,Eastern Metropolitan
Ivanhoe East,3,h,2150000,3,2,2,1232,Banyule,Eastern Metropolitan
Ivanhoe East,4,h,1740000,4,3,3,948,Banyule,Eastern Metropolitan
Ivanhoe East,4,h,1660000,4,2,2,830,Banyule,Eastern Metropolitan
Ivanhoe East,3,u,1260000,3,2,2,356,Banyule,Eastern Metropolitan
Ivanhoe East,4,h,2200000,4,2,2,1004,Banyule,Eastern Metropolitan
Ivanhoe East,2,u,485000,2,1,1,0,Banyule,Eastern Metropolitan
Ivanhoe East,3,h,1651000,3,1,1,1073,Banyule,Eastern Metropolitan
Ivanhoe East,4,h,1875000,4,3,2,583,Banyule,Eastern Metropolitan
Ivanhoe East,5,h,1797000,4,3,3,826,Banyule,Eastern Metropolitan
Ivanhoe East,3,t,1050000,3,2,1,180,Banyule,Eastern Metropolitan
Ivanhoe East,1,u,405000,1,1,1,0,Banyule,Eastern Metropolitan
Jacana,3,h,551000,3,1,0,610,Hume,Northern Metropolitan
Jacana,3,h,350000,3,1,2,600,Hume,Northern Metropolitan
Jacana,2,u,280000,2,1,1,197,Hume,Northern Metropolitan
Jacana,3,h,425000,3,1,2,650,Hume,Northern Metropolitan
Jacana,3,h,537000,3,1,2,600,Hume,Northern Metropolitan
Jacana,3,h,600000,3,1,2,647,Hume,Northern Metropolitan
Jacana,3,h,460000,3,1,1,601,Hume,Northern Metropolitan
Jacana,3,h,611000,3,1,3,624,Hume,Northern Metropolitan
Jacana,3,h,495000,3,1,2,598,Hume,Northern Metropolitan
Jacana,2,h,472500,2,1,2,729,Hume,Northern Metropolitan
Jacana,3,h,421000,3,1,1,607,Hume,Northern Metropolitan
Kingsbury,3,u,480000,3,2,1,218,Darebin,Northern Metropolitan
Kingsbury,3,h,980000,2,1,1,907,Darebin,Northern Metropolitan
Kingsbury,5,h,1000000,5,2,2,544,Darebin,Northern Metropolitan
Kingsbury,2,h,731000,2,1,0,640,Darebin,Northern Metropolitan
Kingsbury,4,h,610000,4,1,1,465,Darebin,Northern Metropolitan
Kingsbury,2,u,380000,2,1,1,128,Darebin,Northern Metropolitan
Kingsbury,3,h,690000,3,1,2,556,Darebin,Northern Metropolitan
Kingsbury,3,h,607500,3,2,1,468,Darebin,Northern Metropolitan
Kingsbury,2,h,705500,2,1,1,770,Darebin,Northern Metropolitan
Kingsville,2,h,677200,2,2,1,180,Maribyrnong,Western Metropolitan
Kingsville,3,h,1155000,2,2,2,269,Maribyrnong,Western Metropolitan
Kingsville,3,h,817000,2,1,1,259,Maribyrnong,Western Metropolitan
Kingsville,3,h,1035000,3,2,2,275,Maribyrnong,Western Metropolitan
Kingsville,2,h,677500,2,1,1,224,Maribyrnong,Western Metropolitan
Kingsville,1,h,630000,1,1,1,370,Maribyrnong,Western Metropolitan
Kingsville,3,h,760000,3,1,1,350,Maribyrnong,Western Metropolitan
Kingsville,2,h,730000,2,2,0,84,Maribyrnong,Western Metropolitan
Kingsville,1,h,750000,1,1,0,272,Maribyrnong,Western Metropolitan
Kingsville,2,u,440000,2,1,1,117,Maribyrnong,Western Metropolitan
Kingsville,2,h,685000,2,1,1,220,Maribyrnong,Western Metropolitan
Kingsville,3,h,967500,3,1,1,325,Maribyrnong,Western Metropolitan
Kingsville,1,u,210000,1,1,1,0,Maribyrnong,Western Metropolitan
Kingsville,3,h,1340000,3,2,0,272,Maribyrnong,Western Metropolitan
Kingsville,4,h,925000,4,2,1,276,Maribyrnong,Western Metropolitan
Kingsville,2,u,270000,2,1,1,0,Maribyrnong,Western Metropolitan
Kingsville,4,h,1275000,4,2,1,274,Maribyrnong,Western Metropolitan
Kingsville,3,h,925000,3,1,1,275,Maribyrnong,Western Metropolitan
Kingsville,4,h,1336000,3,2,1,343,Maribyrnong,Western Metropolitan
Kingsville,1,u,200000,1,1,1,0,Maribyrnong,Western Metropolitan
Murrumbeena,4,t,1100000,4,3,2,286,Glen Eira,Southern Metropolitan
Murrumbeena,4,h,1500000,4,2,1,650,Glen Eira,Southern Metropolitan
Murrumbeena,3,h,1470000,3,1,2,701,Glen Eira,Southern Metropolitan
Murrumbeena,3,t,1160000,3,2,2,302,Glen Eira,Southern Metropolitan
Murrumbeena,3,t,1100000,1,2,2,242,Glen Eira,Southern Metropolitan
Murrumbeena,3,h,820000,2,1,1,274,Glen Eira,Southern Metropolitan
Murrumbeena,2,t,690000,2,1,1,129,Glen Eira,Southern Metropolitan
Murrumbeena,2,u,740000,2,1,1,161,Glen Eira,Southern Metropolitan
Murrumbeena,3,u,975000,3,2,1,277,Glen Eira,Southern Metropolitan
Murrumbeena,3,h,1060000,3,1,2,595,Glen Eira,Southern Metropolitan
Murrumbeena,2,u,680000,2,1,2,275,Glen Eira,Southern Metropolitan
Murrumbeena,2,u,825000,2,1,1,0,Glen Eira,Southern Metropolitan
Murrumbeena,3,h,1430000,3,1,2,618,Glen Eira,Southern Metropolitan
Murrumbeena,2,h,435000,2,1,1,697,Glen Eira,Southern Metropolitan
Murrumbeena,3,h,1370000,3,2,2,834,Glen Eira,Southern Metropolitan
Murrumbeena,2,u,605000,2,2,2,5289,Glen Eira,Southern Metropolitan
Murrumbeena,3,h,1355000,3,1,6,612,Glen Eira,Southern Metropolitan
Murrumbeena,3,t,785000,3,2,2,0,Glen Eira,Southern Metropolitan
Murrumbeena,3,h,1420000,3,1,1,700,Glen Eira,Southern Metropolitan
Murrumbeena,4,h,1610000,4,2,2,660,Glen Eira,Southern Metropolitan
Murrumbeena,1,u,290000,1,1,1,0,Glen Eira,Southern Metropolitan
Murrumbeena,2,h,910500,2,1,2,313,Glen Eira,Southern Metropolitan
Murrumbeena,1,u,331000,1,1,1,0,Glen Eira,Southern Metropolitan
Murrumbeena,2,h,685000,2,1,1,0,Glen Eira,Southern Metropolitan
Murrumbeena,1,u,256500,1,1,1,0,Glen Eira,Southern Metropolitan
Murrumbeena,3,h,1365000,3,2,2,627,Glen Eira,Southern Metropolitan
Murrumbeena,3,t,860000,3,2,2,0,Glen Eira,Southern Metropolitan
Murrumbeena,5,h,1300000,5,2,2,683,Glen Eira,Southern Metropolitan
Murrumbeena,3,u,835000,3,1,1,181,Glen Eira,Southern Metropolitan
Murrumbeena,2,t,720000,2,2,2,1318,Glen Eira,Southern Metropolitan
Murrumbeena,2,h,861500,2,2,1,293,Glen Eira,Southern Metropolitan
Murrumbeena,2,u,500000,2,2,1,5289,Glen Eira,Southern Metropolitan
Murrumbeena,4,h,1670000,3,2,1,690,Glen Eira,Southern Metropolitan
Murrumbeena,4,h,1400000,4,2,2,557,Glen Eira,Southern Metropolitan
Murrumbeena,2,h,692000,2,1,2,0,Glen Eira,Southern Metropolitan
Murrumbeena,2,u,603000,4,1,1,102,Glen Eira,Southern Metropolitan
Murrumbeena,3,h,1076000,3,1,1,554,Glen Eira,Southern Metropolitan
Murrumbeena,3,h,1100000,3,2,2,506,Glen Eira,Southern Metropolitan
Murrumbeena,1,u,291000,1,1,1,0,Glen Eira,Southern Metropolitan
Murrumbeena,4,t,1200000,4,3,2,297,Glen Eira,Southern Metropolitan
Murrumbeena,3,h,1090000,3,2,2,553,Glen Eira,Southern Metropolitan
Murrumbeena,3,h,1220000,3,1,2,735,Glen Eira,Southern Metropolitan
Murrumbeena,4,h,1800000,4,2,2,990,Glen Eira,Southern Metropolitan
Murrumbeena,2,u,435000,2,1,1,0,Glen Eira,Southern Metropolitan
Murrumbeena,4,h,1641000,3,1,1,560,Glen Eira,Southern Metropolitan
Murrumbeena,2,t,745500,2,1,1,186,Glen Eira,Southern Metropolitan
Murrumbeena,3,h,1260000,3,1,1,345,Glen Eira,Southern Metropolitan
Ormond,3,h,1401000,3,2,2,650,Glen Eira,Southern Metropolitan
Ormond,4,h,2250000,4,1,2,903,Glen Eira,Southern Metropolitan
Ormond,4,h,1715000,4,2,2,705,Glen Eira,Southern Metropolitan
Ormond,2,h,1960000,2,1,1,719,Glen Eira,Southern Metropolitan
Ormond,1,u,250000,1,1,1,0,Glen Eira,Southern Metropolitan
Ormond,1,u,290000,1,1,1,0,Glen Eira,Southern Metropolitan
Ormond,3,h,1708000,3,1,1,703,Glen Eira,Southern Metropolitan
Ormond,2,h,758000,2,1,1,250,Glen Eira,Southern Metropolitan
